Id,Start time,Completion time,Email,Name,"Duke klikuar me poshte, konfirmoj qe kam lexuar informacionin me siper dhe jap pelqimin tim per pjesemarrje ne kete studim.
",Gjinia juaj,Mosha juaj,Niveli me i larte i arsimit qe keni perfunduar,Statusi juaj aktual i punesimit,Ne cfare fushe punoni apo keni studiuar?,"Ku jetoni aktualisht?
",Cila eshte banka juaj kryesore? (ajo qe perdorni me shume),Sa kohe keni qe jeni klient/e e kesaj banke?,Cilat sherbime bankare digjitale perdorni aktualisht?,Sa shpesh i perdorni sherbimet bankare digjitale?,Sa te kenaqur jeni me sherbimet digjitale te bankes suaj?,A keni ndervepruar ndonjehere me nje chatbot (asistent virtual) ne faqen ose aplikacionin e bankes suaj?,Sa pajtoheni me pohimet e meposhtme mbi inteligjencen artificiale (IA) ne banka?.Kam njohuri te mjaftueshme mbi inteligjencen artificiale dhe mundesite e saj,Sa pajtoheni me pohimet e meposhtme mbi inteligjencen artificiale (IA) ne banka?.Besoj se IA mund te permiresoje cilesine e sherbimeve bankare,Sa pajtoheni me pohimet e meposhtme mbi inteligjencen artificiale (IA) ne banka?.Do te ndihesha rehat nese nje sistem IA do te vleresonte kerkesen time per kredi,Sa pajtoheni me pohimet e meposhtme mbi inteligjencen artificiale (IA) ne banka?.Do te preferoja te nderveproja me nje chatbot IA per pyetje te thjeshta bankare,Sa pajtoheni me pohimet e meposhtme mbi inteligjencen artificiale (IA) ne banka?.Jam i/e shqetesuar per privatesine e te dhenave te mia nese banka perdor IA,Sa pajtoheni me pohimet e meposhtme mbi inteligjencen artificiale (IA) ne banka?.Mendoj se IA do te zevendesoje shume nga punet aktuale ne banka,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Jam i gatshem te perdor nje aplikacion bankar me rekomandime te personalizuara nga IA,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Besimi im ne bankat shqiptare do te rritej nese IA do te zbulonte mashtrimet ne llogarite e mia me shpejt,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Do te pranoja keshillim financiar te gjeneruar nga IA nese do te ishte falas,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Transparenca mbi menyren se si IA merr vendime eshte e rendesishme per mua,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Do te preferoja nje banke qe perdor IA per sherbime me te shpejta ndaj nje banke qe nuk e perdor,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Do te ndihesha me i/e sigurt nese nje punonjes njerezor do te verifikonte vendimet e IA,"Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Ne pergjithesi, jam gati te provoj sherbime bankare qe perdorin inteligjencen artificiale",Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Jam i gatshem te perdor nje aplikacion bankar me rekomandime te personalizuara nga IA1,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Besimi im ne bankat shqiptare do te rritej nese IA do te zbulonte mashtrimet ne llogarite e mia me shpejt1,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Do te pranoja keshillim financiar te gjeneruar nga IA nese do te ishte falas1,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Transparenca mbi menyren se si IA merr vendime eshte e rendesishme per mua1,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Do te preferoja nje banke qe perdor IA per sherbime me te shpejta ndaj nje banke qe nuk e perdor1,Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Do te ndihesha me i/e sigurt nese nje punonjes njerezor do te verifikonte vendimet e IA1,"Sa pajtoheni me pohimet e meposhtme mbi gatishmerine tuaj per te perdorur IA ne banka?.Ne pergjithesi, jam gati te provoj sherbime bankare qe perdorin inteligjencen artificiale1",Sa pajtoheni me pohimet e meposhtme mbi shqetesimet tuaja per perdorimin e IA ne banka?.Mungesa e njohurive te mia mbi IA me pengon te perdor sherbime te tilla,Sa pajtoheni me pohimet e meposhtme mbi shqetesimet tuaja per perdorimin e IA ne banka?.Kam frike se te dhenat e mia personale mund te keqperdoren nese banka perdor IA,"Sa pajtoheni me pohimet e meposhtme mbi shqetesimet tuaja per perdorimin e IA ne banka?.Preferoj te flas me nje njeri, jo me nje robot, kur kam ceshtje bankare",Sa pajtoheni me pohimet e meposhtme mbi shqetesimet tuaja per perdorimin e IA ne banka?.Nuk besoj se IA mund te marre vendime te sakta financiare,Sa pajtoheni me pohimet e meposhtme mbi shqetesimet tuaja per perdorimin e IA ne banka?.Kostot e mundshme shtese per sherbimet me IA me shqetesojne,A keni ndonje koment ose sugjerim shtese mbi perdorimin e inteligjences artificiale ne sherbimet bankare ne Shqiperi?
211,46173.77291666667,46173.77469907407,anonymous,,"Po, jap pelqimin tim",Femer,36-45,Master,I/e punesuar,Shendetesi / Mjekesi,Durres,OTP Bank,Mbi 5 vjet,"Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);Karta debiti/krediti per pagesa online;E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Nje here ne jave,2,Po,Neutral,Neutral,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Neutral,Nuk pajtohem,Pajtohem plotesisht,Neutral,Pajtohem,Neutral,Neutral,Nuk pajtohem,Neutral,Pajtohem plotesisht,Neutral,Pajtohem,Neutral,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
212,46173.77638888889,46173.77763888889,anonymous,,"Po, jap pelqimin tim",Femer,55+,Arsim baze (9-vjecar),I/e punesuar,Ndertim / Inxhinieri,Shkoder,OTP Bank,3-5 vjet,"Mobile banking (aplikacioni i bankes ne telefon);Karta debiti/krediti per pagesa online;E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Nje here ne jave,4,Jo,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem,Neutral,Nuk pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Neutral,Nuk pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Neutral,Neutral,Pajtohem plotesisht,Nuk pajtohem,Pajtohem plotesisht,Neutral,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
213,46173.77847222222,46173.782743055555,anonymous,,"Po, jap pelqimin tim",Mashkull,18-25,Bachelor,I/e punesuar,Teknologji / IT,Qytet tjeter,Tirana Bank,1-3 vjet,Internet banking (permes kompjuterit/browserit);,Disa here ne muaj,2,Jo,Nuk pajtohem,Neutral,Neutral,Nuk pajtohem,Pajtohem plotesisht,Pajtohem,Neutral,Nuk pajtohem,Neutral,Nuk pajtohem,Neutral,Pajtohem,Neutral,Neutral,Nuk pajtohem,Neutral,Neutral,Neutral,Pajtohem,Neutral,Neutral,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Pajtohem,"IA mund te perdoret per pyetje te thjeshta, por jo per vendime financiare te rendesishme."
214,46173.77916666667,46173.78005787037,anonymous,,"Po, jap pelqimin tim",Mashkull,46-55,Arsim baze (9-vjecar),I/e punesuar,Administrate publike,Tirane,BKT (Banka Kombetare Tregtare),3-5 vjet,Nuk perdor asnje sherbim digjital bankar;,Rralle ose kurre,4,Po,Pajtohem,Nuk pajtohem,Neutral,Nuk pajtohem,Pajtohem,Pajtohem,Nuk pajtohem,Neutral,Nuk pajtohem aspak,Pajtohem,Nuk pajtohem,Pajtohem plotesisht,Nuk pajtohem,Neutral,Neutral,Nuk pajtohem aspak,Pajtohem,Nuk pajtohem,Pajtohem plotesisht,Nuk pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem,Pajtohem,"IA mund te perdoret per pyetje te thjeshta, por jo per vendime financiare te rendesishme."
215,46173.78194444445,46173.78381944444,anonymous,,"Po, jap pelqimin tim",Mashkull,18-25,Master,Student/e,Tregti / Sherbime,Tirane,BKT (Banka Kombetare Tregtare),1-3 vjet,Mobile banking (aplikacioni i bankes ne telefon);Karta debiti/krediti per pagesa online;,Disa here ne jave,3,Jo,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem,Neutral,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Neutral,Neutral,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Neutral,Nuk pajtohem,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,"Potenciali eshte i madh, por bankat duhet te forcojne qeverisjen e te dhenave dhe kontrollin rregullator."
216,46173.785416666666,46173.78706018518,anonymous,,"Po, jap pelqimin tim",Femer,46-55,Bachelor,I/e punesuar,Tregti / Sherbime,Tirane,BKT (Banka Kombetare Tregtare),Mbi 5 vjet,"Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Disa here ne muaj,3,Jo,Nuk pajtohem aspak,Nuk pajtohem aspak,Nuk pajtohem,Nuk pajtohem aspak,Pajtohem plotesisht,Pajtohem plotesisht,Nuk pajtohem,Pajtohem,Nuk pajtohem,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Nuk pajtohem,Neutral,Pajtohem,Nuk pajtohem,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Nuk pajtohem,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
217,46173.785416666666,46173.78815972222,anonymous,,"Po, jap pelqimin tim",Mashkull,26-35,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Ndertim / Inxhinieri,Qytet tjeter,BKT (Banka Kombetare Tregtare),3-5 vjet,"Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);Karta debiti/krediti per pagesa online;E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Nje here ne jave,3,Jo,Nuk pajtohem,Pajtohem,Nuk pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Nuk pajtohem,Pajtohem,Neutral,Pajtohem plotesisht,Nuk pajtohem,Neutral,Pajtohem,Nuk pajtohem,Pajtohem,Neutral,Pajtohem,Nuk pajtohem,Neutral,Pajtohem,Nuk pajtohem,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
218,46173.788194444445,46173.789305555554,anonymous,,"Po, jap pelqimin tim",Mashkull,36-45,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Bujqesi,Durres,BKT (Banka Kombetare Tregtare),Me pak se 1 vit,Mobile banking (aplikacioni i bankes ne telefon);,Disa here ne jave,3,Po,Nuk pajtohem,Nuk pajtohem,Nuk pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem,Nuk pajtohem,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Neutral,Pajtohem,Pajtohem,Neutral,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Neutral,Nuk pajtohem,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
219,46173.790972222225,46173.79211805556,anonymous,,"Po, jap pelqimin tim",Femer,55+,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Tregti / Sherbime,Tirane,Raiffeisen Bank,3-5 vjet,Nuk perdor asnje sherbim digjital bankar;,Rralle ose kurre,4,Jo,Neutral,Neutral,Neutral,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem,Pajtohem,Pajtohem plotesisht,Nuk pajtohem,Pajtohem plotesisht,Neutral,Pajtohem,Pajtohem,Neutral,Pajtohem plotesisht,Nuk pajtohem,Pajtohem plotesisht,Neutral,Pajtohem,Pajtohem,Pajtohem,Pajtohem,Pajtohem plotesisht,"IA mund te perdoret per pyetje te thjeshta, por jo per vendime financiare te rendesishme."
220,46173.79305555556,46173.79657407408,anonymous,,"Po, jap pelqimin tim",Mashkull,18-25,Bachelor,I/e punesuar,Arsim,Shkoder,Intesa Sanpaolo Bank,Me pak se 1 vit,Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);Karta debiti/krediti per pagesa online;,Disa here ne jave,4,Jo,Nuk pajtohem,Neutral,Neutral,Nuk pajtohem,Pajtohem plotesisht,Neutral,Nuk pajtohem,Pajtohem,Neutral,Pajtohem plotesisht,Nuk pajtohem aspak,Pajtohem plotesisht,Neutral,Nuk pajtohem,Pajtohem,Neutral,Pajtohem plotesisht,Nuk pajtohem aspak,Pajtohem plotesisht,Neutral,Neutral,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
221,46173.794444444444,46173.79665509259,anonymous,,"Po, jap pelqimin tim",Femer,18-25,Master,Student/e,Arsim,Tirane,Other,1-3 vjet,Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);Karta debiti/krediti per pagesa online;,Disa here ne jave,5,Jo,Nuk pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Pajtohem,Pajtohem,Nuk pajtohem,Pajtohem,Neutral,Pajtohem plotesisht,Pajtohem,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
222,46173.79861111111,46173.79974537037,anonymous,,"Po, jap pelqimin tim",Mashkull,46-55,Arsim baze (9-vjecar),I/e punesuar,Administrate publike,Shkoder,Credins Bank,Mbi 5 vjet,Karta debiti/krediti per pagesa online;,Disa here ne muaj,2,Po,Nuk pajtohem,Neutral,Nuk pajtohem,Neutral,Pajtohem plotesisht,Neutral,Neutral,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem,Pajtohem,Neutral,Pajtohem,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem,Pajtohem,Neutral,Pajtohem,Neutral,Pajtohem,Neutral,Neutral,"IA mund te perdoret per pyetje te thjeshta, por jo per vendime financiare te rendesishme."
223,46173.799305555556,46173.80105324074,anonymous,,"Po, jap pelqimin tim",Femer,26-35,Bachelor,I/e vetepunesuar,Ndertim / Inxhinieri,Vlore,BKT (Banka Kombetare Tregtare),Mbi 5 vjet,Mobile banking (aplikacioni i bankes ne telefon);,Nje here ne jave,4,Po,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Neutral,Neutral,Pajtohem plotesisht,Neutral,Pajtohem,Pajtohem,Neutral,Neutral,Pajtohem,Pajtohem plotesisht,Nuk pajtohem,Pajtohem,Pajtohem,Pajtohem,Neutral,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
224,46173.8,46173.80458333333,anonymous,,"Po, jap pelqimin tim",Femer,46-55,Bachelor,I/e punesuar,Finance / Banke / Sigurime,Zone rurale,Raiffeisen Bank,3-5 vjet,"Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Cdo dite,4,Po,Pajtohem plotesisht,Neutral,Neutral,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Nuk pajtohem aspak,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,"Potenciali eshte i madh, por bankat duhet te forcojne qeverisjen e te dhenave dhe kontrollin rregullator."
225,46173.802777777775,46173.80594907407,anonymous,,"Po, jap pelqimin tim",Mashkull,26-35,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Administrate publike,Qytet tjeter,Intesa Sanpaolo Bank,1-3 vjet,Nuk perdor asnje sherbim digjital bankar;,Rralle ose kurre,3,Jo,Neutral,Neutral,Nuk pajtohem aspak,Nuk pajtohem,Neutral,Pajtohem plotesisht,Nuk pajtohem,Nuk pajtohem,Nuk pajtohem aspak,Pajtohem,Pajtohem,Neutral,Pajtohem,Nuk pajtohem,Nuk pajtohem,Nuk pajtohem aspak,Pajtohem,Pajtohem,Neutral,Pajtohem,Pajtohem,Neutral,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Per ceshtje bankare preferoj te flas me nje person dhe jo me sistem automatik.
226,46173.80694444444,46173.81141203704,anonymous,,"Po, jap pelqimin tim",Femer,36-45,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Bujqesi,Vlore,Other,3-5 vjet,Nuk perdor asnje sherbim digjital bankar;,Rralle ose kurre,3,Po,Neutral,Pajtohem,Pajtohem,Pajtohem,Neutral,Neutral,Pajtohem,Pajtohem plotesisht,Neutral,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Pajtohem,Pajtohem plotesisht,Neutral,Pajtohem,Pajtohem plotesisht,Pajtohem,Neutral,Nuk pajtohem,Pajtohem,Pajtohem,Neutral,Pajtohem,"IA mund te perdoret per pyetje te thjeshta, por jo per vendime financiare te rendesishme."
227,46173.808333333334,46173.81197916667,anonymous,,"Po, jap pelqimin tim",Femer,26-35,Arsim baze (9-vjecar),I/e punesuar,Bujqesi,Korce,Tirana Bank,1-3 vjet,Nuk perdor asnje sherbim digjital bankar;,Rralle ose kurre,2,Jo,Nuk pajtohem,Nuk pajtohem,Nuk pajtohem aspak,Neutral,Pajtohem,Pajtohem plotesisht,Nuk pajtohem aspak,Nuk pajtohem aspak,Nuk pajtohem,Pajtohem,Nuk pajtohem aspak,Pajtohem plotesisht,Nuk pajtohem,Nuk pajtohem aspak,Nuk pajtohem aspak,Nuk pajtohem,Pajtohem,Nuk pajtohem aspak,Pajtohem plotesisht,Nuk pajtohem,Neutral,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem,Per ceshtje bankare preferoj te flas me nje person dhe jo me sistem automatik.
228,46173.811111111114,46173.81518518519,anonymous,,"Po, jap pelqimin tim",Mashkull,26-35,Bachelor,I/e punesuar,Finance / Banke / Sigurime,Durres,Intesa Sanpaolo Bank,1-3 vjet,Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);Karta debiti/krediti per pagesa online;,Disa here ne jave,4,Nuk jam i/e sigurt,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Nuk pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Nuk pajtohem aspak,Pajtohem plotesisht,Pajtohem,Pajtohem,Neutral,"Potenciali eshte i madh, por bankat duhet te forcojne qeverisjen e te dhenave dhe kontrollin rregullator."
229,46173.81319444445,46173.81579861111,anonymous,,"Po, jap pelqimin tim",Femer,26-35,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Administrate publike,Tirane,BKT (Banka Kombetare Tregtare),3-5 vjet,Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);Karta debiti/krediti per pagesa online;,Nje here ne jave,4,Jo,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Nuk pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Nuk pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Neutral,Nuk pajtohem,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Neutral,Nuk pajtohem aspak,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem,"IA duhet te zbatohet gradualisht, me auditim, transparence dhe pergjegjesi te qarte institucionale."
230,46173.813888888886,46173.817037037035,anonymous,,"Po, jap pelqimin tim",Mashkull,36-45,Master,I/e vetepunesuar,Administrate publike,Korce,BKT (Banka Kombetare Tregtare),1-3 vjet,Internet banking (permes kompjuterit/browserit);,Disa here ne jave,3,Jo,Nuk pajtohem,Nuk pajtohem,Neutral,Neutral,Pajtohem,Pajtohem plotesisht,Pajtohem,Nuk pajtohem,Nuk pajtohem,Pajtohem plotesisht,Nuk pajtohem,Pajtohem plotesisht,Nuk pajtohem aspak,Pajtohem,Nuk pajtohem,Nuk pajtohem,Pajtohem plotesisht,Nuk pajtohem,Pajtohem plotesisht,Nuk pajtohem aspak,Nuk pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
231,46173.816666666666,46173.81780092593,anonymous,,"Po, jap pelqimin tim",Femer,36-45,Arsim baze (9-vjecar),I/e punesuar,Ndertim / Inxhinieri,Tirane,Raiffeisen Bank,3-5 vjet,"Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Nje here ne jave,3,Po,Pajtohem,Neutral,Nuk pajtohem aspak,Nuk pajtohem aspak,Pajtohem plotesisht,Neutral,Nuk pajtohem,Nuk pajtohem,Nuk pajtohem aspak,Pajtohem plotesisht,Nuk pajtohem,Pajtohem plotesisht,Nuk pajtohem aspak,Nuk pajtohem,Neutral,Nuk pajtohem aspak,Pajtohem,Nuk pajtohem,Pajtohem plotesisht,Nuk pajtohem aspak,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
232,46173.81736111111,46173.820335648146,anonymous,,"Po, jap pelqimin tim",Femer,36-45,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Administrate publike,Tirane,Credins Bank,3-5 vjet,Mobile banking (aplikacioni i bankes ne telefon);,Nje here ne jave,3,Po,Neutral,Neutral,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Pajtohem,Pajtohem,Pajtohem,Neutral,Pajtohem,Pajtohem,Neutral,Pajtohem,Neutral,Pajtohem,Neutral,Pajtohem,Pajtohem,Nuk pajtohem,Pajtohem,Pajtohem,Pajtohem plotesisht,Pajtohem,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
233,46173.81875,46173.82244212963,anonymous,,"Po, jap pelqimin tim",Mashkull,46-55,Arsim baze (9-vjecar),I/e papune,Administrate publike,Tirane,Raiffeisen Bank,1-3 vjet,"Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);Karta debiti/krediti per pagesa online;E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Cdo dite,4,Jo,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem plotesisht,Pajtohem,Neutral,Neutral,Pajtohem plotesisht,Pajtohem,Neutral,Neutral,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Neutral,Neutral,Neutral,Pajtohem plotesisht,Pajtohem,Neutral,Nuk pajtohem,Nuk pajtohem aspak,Pajtohem,Nuk pajtohem,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
234,46173.82083333333,46173.82302083333,anonymous,,"Po, jap pelqimin tim",Femer,26-35,Bachelor,I/e punesuar,Administrate publike,Tirane,Other,1-3 vjet,"Mobile banking (aplikacioni i bankes ne telefon);Internet banking (permes kompjuterit/browserit);E-wallet (EasyPay, M-Pay, E-Posta, etj.);",Nje here ne jave,5,Po,Nuk pajtohem aspak,Neutral,Nuk pajtohem aspak,Nuk pajtohem aspak,Pajtohem plotesisht,Pajtohem plotesisht,Neutral,Pajtohem plotesisht,Neutral,Neutral,Nuk pajtohem aspak,Pajtohem,Pajtohem,Pajtohem,Pajtohem plotesisht,Neutral,Nuk pajtohem,Nuk pajtohem aspak,Pajtohem,Pajtohem,Neutral,Pajtohem plotesisht,Pajtohem,Pajtohem plotesisht,Pajtohem plotesisht,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
235,46173.822916666664,46173.82451388889,anonymous,,"Po, jap pelqimin tim",Mashkull,36-45,Bachelor,I/e punesuar,Administrate publike,Elbasan,Intesa Sanpaolo Bank,1-3 vjet,Karta debiti/krediti per pagesa online;,Nje here ne jave,2,Jo,Nuk pajtohem aspak,Nuk pajtohem,Nuk pajtohem aspak,Nuk pajtohem,Pajtohem,Pajtohem,Nuk pajtohem aspak,Nuk pajtohem aspak,Nuk pajtohem,Pajtohem plotesisht,Nuk pajtohem aspak,Pajtohem plotesisht,Nuk pajtohem aspak,Nuk pajtohem aspak,Nuk pajtohem aspak,Nuk pajtohem,Pajtohem,Nuk pajtohem aspak,Pajtohem plotesisht,Nuk pajtohem aspak,Neutral,Pajtohem,Pajtohem,Pajtohem plotesisht,Neutral,"IA mund te perdoret per pyetje te thjeshta, por jo per vendime financiare te rendesishme."
236,46173.82638888889,46173.829097222224,anonymous,,"Po, jap pelqimin tim",Femer,36-45,Arsim baze (9-vjecar),I/e punesuar,Administrate publike,Vlore,Raiffeisen Bank,1-3 vjet,Mobile banking (aplikacioni i bankes ne telefon);Karta debiti/krediti per pagesa online;,Nje here ne jave,4,Nuk jam i/e sigurt,Pajtohem plotesisht,Pajtohem,Pajtohem,Pajtohem,Pajtohem,Pajtohem,Neutral,Pajtohem,Neutral,Pajtohem plotesisht,Neutral,Neutral,Pajtohem,Neutral,Pajtohem,Neutral,Pajtohem plotesisht,Neutral,Neutral,Neutral,Nuk pajtohem aspak,Pajtohem plotesisht,Neutral,Pajtohem,Pajtohem,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
