id,synthetic,archetype,validation_confidence,archetype_distance,gender,age,education,employment,field,location,bank,tenure,digital_services,digital_frequency,digital_satisfaction,chatbot_interaction,perceived_usefulness,adoption_readiness,barriers,trust_privacy_barrier,governance_need,q14_1_ai_knowledge,q14_2_service_quality,q14_3_ai_credit_eval,q14_4_chatbot_preference,q14_5_privacy_concern,q14_6_job_replacement,q15_1_personalized_app,q15_2_fraud_detection_trust,q15_3_free_ai_advice,q15_4_transparency,q15_5_faster_ai_bank,q15_6_human_verification,q15_7_overall_readiness,q16_1_personalized_app,q16_2_fraud_detection_trust,q16_3_free_ai_advice,q16_4_transparency,q16_5_faster_ai_bank,q16_6_human_verification,q16_7_overall_readiness,q17_1_lack_knowledge,q17_2_data_misuse,q17_3_human_preference,q17_4_inaccurate_decisions,q17_5_extra_costs,comment
101,True,Cautious User,0.586,1.242,Mashkull,46-55,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Tregti / Sherbime,Elbasan,OTP Bank,Me pak se 1 vit,Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit),Disa here ne jave,2,Po,4.333,2.75,2.5,3.0,3.0,4,5,5,4,3,3,4,3,2,4,3,2,2,4,3,2,4,3,1,2,1,2,2,4,3,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
102,True,Early Adopter,0.651,1.047,Mashkull,18-25,Bachelor,I/e vetepunesuar,Bujqesi,Qytet tjeter,Intesa Sanpaolo Bank,Me pak se 1 vit,Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online,Disa here ne jave,4,Po,5.0,3.25,1.667,1.667,3.25,4,5,5,5,1,3,3,5,2,5,4,4,4,2,5,2,5,3,4,4,1,3,1,1,3,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
103,True,Early Adopter,0.742,0.773,Femer,18-25,Arsim i mesem (gjimnaz/profesional),I/e vetepunesuar,Tregti / Sherbime,Tirane,Tirana Bank,1-3 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online,Disa here ne jave,4,Jo,4.667,5.0,1.5,2.0,3.25,4,5,4,5,1,2,5,5,5,3,5,5,5,5,5,5,3,5,5,5,1,3,1,2,1,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
104,True,Professional / Expert,0.859,0.423,Mashkull,26-35,Bachelor,I/e punesuar,Administrate publike,Qytet tjeter,Other,3-5 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Cdo dite,5,Po,4.333,4.5,3.333,4.0,4.25,3,5,3,5,4,4,5,5,3,5,5,4,5,5,5,3,5,5,4,5,2,5,3,3,3,"IA duhet te zbatohet gradualisht, me auditim, transparence dhe pergjegjesi te qarte institucionale."
105,True,Traditionalist,0.712,0.863,Mashkull,36-45,Bachelor,I/e punesuar,Tregti / Sherbime,Shkoder,BKT (Banka Kombetare Tregtare),Me pak se 1 vit,Internet banking (permes kompjuterit/browserit),Rralle ose kurre,3,Jo,1.667,1.25,3.0,3.333,3.5,1,3,1,2,3,3,2,1,1,4,1,3,1,2,1,1,4,1,3,1,3,3,3,4,2,"IA mund te perdoret per pyetje te thjeshta, por jo per vendime financiare te rendesishme."
106,True,Early Adopter,0.658,1.025,Femer,26-35,Arsim i mesem (gjimnaz/profesional),I/e papune,Tregti / Sherbime,Vlore,Raiffeisen Bank,Me pak se 1 vit,"Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Disa here ne jave,5,Jo,2.667,4.75,2.5,2.333,3.75,4,4,1,5,2,3,5,3,4,5,5,5,5,5,3,4,5,5,5,5,2,3,2,2,4,Do ta provoja nese banka e shpjegon qarte si ruhen te dhenat dhe si kontrollohen vendimet.
107,True,Traditionalist,0.887,0.339,Mashkull,46-55,Arsim i mesem (gjimnaz/profesional),I/e vetepunesuar,Bujqesi,Qytet tjeter,Raiffeisen Bank,Mbi 5 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online,Rralle ose kurre,3,Po,2.333,2.5,3.5,3.667,3.75,3,3,2,4,3,5,4,2,2,4,1,3,3,4,3,2,4,1,3,3,3,5,3,3,4,Per ceshtje bankare preferoj te flas me nje person dhe jo me sistem automatik.
108,True,Early Adopter,0.629,1.113,Femer,26-35,Master,I/e punesuar,Arsim,Qytet tjeter,BKT (Banka Kombetare Tregtare),Me pak se 1 vit,"Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Disa here ne jave,5,Jo,4.333,4.75,1.667,1.667,2.5,4,5,4,5,1,4,5,4,4,3,5,3,5,5,4,4,3,5,3,5,1,2,3,2,1,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
109,True,Cautious User,0.854,0.438,Mashkull,36-45,Arsim i mesem (gjimnaz/profesional),I/e vetepunesuar,Administrate publike,Tirane,Intesa Sanpaolo Bank,1-3 vjet,Mobile banking (aplikacioni i bankes ne telefon),Disa here ne jave,3,Jo,3.667,2.75,4.667,5.0,5.0,3,2,5,4,5,3,3,4,2,5,3,5,3,3,4,2,5,3,5,3,4,5,5,5,4,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
110,True,Traditionalist,0.779,0.662,Mashkull,26-35,Bachelor,I/e punesuar,Shendetesi / Mjekesi,Tirane,BKT (Banka Kombetare Tregtare),Me pak se 1 vit,Nuk perdor asnje sherbim digjital bankar,Rralle ose kurre,3,Jo,2.0,2.0,3.833,3.0,3.75,2,1,1,2,3,3,2,4,1,4,4,5,1,2,4,1,4,3,5,1,4,4,5,2,5,"IA mund te perdoret per pyetje te thjeshta, por jo per vendime financiare te rendesishme."
111,True,Cautious User,0.712,0.864,Mashkull,26-35,Master,I/e vetepunesuar,Teknologji / IT,Durres,Intesa Sanpaolo Bank,3-5 vjet,Mobile banking (aplikacioni i bankes ne telefon),Cdo dite,4,Po,4.667,3.0,3.667,3.333,4.0,3,4,5,4,3,3,2,5,2,5,4,4,4,3,5,1,5,4,4,4,3,5,5,2,4,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
112,True,Cautious User,0.85,0.45,Femer,26-35,Bachelor,I/e punesuar,Administrate publike,Tirane,Intesa Sanpaolo Bank,Mbi 5 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Nje here ne jave,3,Nuk jam i/e sigurt,4.333,4.0,4.333,4.667,4.75,3,5,3,3,5,5,5,5,2,5,4,5,5,5,5,2,5,4,5,5,3,4,5,5,4,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
113,True,Early Adopter,0.855,0.434,Femer,36-45,Master,I/e vetepunesuar,Tregti / Sherbime,Durres,BKT (Banka Kombetare Tregtare),1-3 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online,Cdo dite,5,Po,5.0,4.5,2.5,3.0,3.5,5,5,5,4,3,3,4,5,5,3,5,5,4,4,5,5,3,5,5,5,2,4,1,2,3,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
114,True,Early Adopter,0.742,0.775,Mashkull,18-25,Bachelor,I/e punesuar,Arsim,Elbasan,Credins Bank,3-5 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online,Cdo dite,3,Jo,4.333,3.25,2.833,2.667,3.25,4,5,3,3,4,3,5,5,1,4,4,5,3,5,5,1,4,3,5,2,2,3,2,1,5,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
115,True,Traditionalist,0.81,0.569,Mashkull,36-45,Bachelor,I/e vetepunesuar,Shendetesi / Mjekesi,Qytet tjeter,Raiffeisen Bank,1-3 vjet,Nuk perdor asnje sherbim digjital bankar,Rralle ose kurre,2,Jo,1.667,1.75,4.333,4.333,4.0,1,2,1,3,5,4,2,2,1,3,3,5,1,2,2,1,3,3,5,1,4,4,5,4,4,Per ceshtje bankare preferoj te flas me nje person dhe jo me sistem automatik.
116,True,Cautious User,0.817,0.55,Mashkull,18-25,Bachelor,I/e vetepunesuar,Administrate publike,Qytet tjeter,Tirana Bank,1-3 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Nje here ne jave,4,Po,3.333,3.0,3.0,3.667,4.25,4,3,3,1,4,5,3,4,2,5,4,5,3,3,4,2,5,4,5,3,2,4,2,3,3,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
117,True,Traditionalist,0.85,0.451,Femer,55+,Arsim baze (9-vjecar),I/e vetepunesuar,Tregti / Sherbime,Tirane,BKT (Banka Kombetare Tregtare),Me pak se 1 vit,Nuk perdor asnje sherbim digjital bankar,Rralle ose kurre,1,Nuk jam i/e sigurt,2.667,1.5,4.333,4.333,4.5,1,3,2,2,3,5,1,3,2,4,2,4,1,1,3,2,5,2,4,2,4,5,5,5,4,Per ceshtje bankare preferoj te flas me nje person dhe jo me sistem automatik.
118,True,Cautious User,0.792,0.623,Femer,26-35,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Administrate publike,Qytet tjeter,Intesa Sanpaolo Bank,1-3 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online,Disa here ne jave,4,Jo,3.0,4.25,4.5,5.0,5.0,5,3,3,3,5,5,5,3,4,5,5,5,3,5,3,4,5,5,5,3,3,5,5,5,4,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
119,True,Cautious User,0.735,0.796,Mashkull,46-55,Arsim baze (9-vjecar),Student/e,Arsim,Tirane,Raiffeisen Bank,3-5 vjet,Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online,Disa here ne jave,4,Jo,2.333,3.5,3.833,4.333,4.0,3,3,1,3,5,3,3,3,4,5,4,3,3,3,3,4,5,4,4,4,4,5,3,3,3,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
120,True,Early Adopter,0.793,0.622,Mashkull,46-55,Arsim baze (9-vjecar),I/e punesuar,Bujqesi,Tirane,BKT (Banka Kombetare Tregtare),3-5 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Disa here ne jave,5,Po,3.667,5.0,3.0,3.0,3.5,5,5,3,5,3,3,5,3,5,4,5,4,5,5,3,5,4,5,4,5,1,3,5,3,3,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
121,True,Professional / Expert,0.815,0.555,Femer,36-45,Doktorature,Student/e,Arsim,Tirane,Other,Me pak se 1 vit,"Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Cdo dite,3,Po,3.667,4.5,3.5,4.333,4.5,4,3,5,5,4,4,4,3,5,5,5,4,4,4,3,4,5,5,5,5,1,5,4,4,3,"Potenciali eshte i madh, por bankat duhet te forcojne qeverisjen e te dhenave dhe kontrollin rregullator."
122,True,Traditionalist,0.925,0.226,Femer,26-35,Bachelor,I/e vetepunesuar,Ndertim / Inxhinieri,Qytet tjeter,BKT (Banka Kombetare Tregtare),1-3 vjet,Nuk perdor asnje sherbim digjital bankar,Rralle ose kurre,3,Po,2.333,2.0,4.0,4.0,4.0,3,2,2,1,4,4,3,3,2,4,2,4,1,3,3,2,4,1,4,1,2,4,5,4,5,Per ceshtje bankare preferoj te flas me nje person dhe jo me sistem automatik.
123,True,Traditionalist,0.774,0.679,Femer,55+,Arsim baze (9-vjecar),I/e vetepunesuar,Bujqesi,Qytet tjeter,Tirana Bank,1-3 vjet,Nuk perdor asnje sherbim digjital bankar,Rralle ose kurre,3,Jo,2.0,1.25,4.333,4.667,4.25,2,1,2,1,5,4,1,3,2,5,1,3,1,1,3,2,5,1,3,1,4,4,5,5,3,Per ceshtje bankare preferoj te flas me nje person dhe jo me sistem automatik.
124,True,Early Adopter,0.877,0.368,Femer,18-25,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Tregti / Sherbime,Tirane,Raiffeisen Bank,Me pak se 1 vit,Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online,Cdo dite,3,Po,4.0,4.5,3.167,3.333,3.75,4,4,4,4,4,2,5,4,3,4,5,5,5,5,4,3,4,5,5,5,3,3,3,3,3,Do ta provoja nese banka e shpjegon qarte si ruhen te dhenat dhe si kontrollohen vendimet.
125,True,Traditionalist,0.483,1.552,Mashkull,55+,Bachelor,I/e punesuar,Administrate publike,Tirane,BKT (Banka Kombetare Tregtare),Me pak se 1 vit,Internet banking (permes kompjuterit/browserit),Disa here ne muaj,2,Jo,3.0,1.0,2.667,1.667,2.75,2,2,3,1,1,4,1,4,1,4,1,3,1,1,4,1,4,1,3,1,3,3,4,1,4,"IA mund te perdoret per pyetje te thjeshta, por jo per vendime financiare te rendesishme."
126,True,Cautious User,0.769,0.694,Mashkull,18-25,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Tregti / Sherbime,Elbasan,OTP Bank,1-3 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Disa here ne jave,3,Nuk jam i/e sigurt,4.333,4.5,4.5,4.333,4.25,4,4,4,5,5,3,5,5,4,4,5,5,4,5,5,4,4,5,5,4,4,4,5,4,5,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
127,True,Early Adopter,0.691,0.928,Femer,26-35,Arsim i mesem (gjimnaz/profesional),Student/e,Ndertim / Inxhinieri,Tirane,BKT (Banka Kombetare Tregtare),Mbi 5 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online,Disa here ne jave,4,Po,4.0,4.0,2.333,2.667,2.5,4,4,3,5,4,3,4,5,2,3,5,3,5,4,5,2,3,5,3,5,1,2,4,2,1,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
128,True,Cautious User,0.818,0.546,Femer,46-55,Bachelor,I/e punesuar,Teknologji / IT,Korce,Raiffeisen Bank,Mbi 5 vjet,Karta debiti/krediti per pagesa online,Nje here ne jave,4,Po,3.0,4.0,5.0,5.0,5.0,3,3,2,3,5,3,4,4,4,5,5,5,3,4,4,4,5,5,5,3,5,5,5,5,5,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
129,True,Cautious User,0.871,0.387,Femer,46-55,Arsim baze (9-vjecar),I/e punesuar,Administrate publike,Tirane,Other,Mbi 5 vjet,Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online,Disa here ne jave,3,Po,3.333,3.75,4.667,5.0,5.0,3,3,4,4,5,5,4,3,4,5,3,5,4,3,3,4,5,3,5,4,4,5,4,5,5,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
130,True,Professional / Expert,0.738,0.785,Mashkull,26-35,Master,I/e punesuar,Finance / Banke / Sigurime,Tirane,Raiffeisen Bank,Mbi 5 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online,Cdo dite,4,Po,3.0,4.25,3.5,4.333,4.5,5,3,4,3,4,2,5,2,3,4,4,5,5,5,2,3,4,4,5,5,1,5,3,4,4,"IA duhet te zbatohet gradualisht, me auditim, transparence dhe pergjegjesi te qarte institucionale."
131,True,Traditionalist,0.349,1.954,Mashkull,46-55,Arsim baze (9-vjecar),I/e dale ne pension,Tregti / Sherbime,Durres,Credins Bank,3-5 vjet,Nuk perdor asnje sherbim digjital bankar,Rralle ose kurre,4,Po,3.0,4.0,2.333,1.333,2.0,3,3,3,4,2,2,3,3,5,3,4,3,4,3,4,5,3,4,2,4,5,1,3,1,2,"IA mund te perdoret per pyetje te thjeshta, por jo per vendime financiare te rendesishme."
132,True,Cautious User,0.741,0.776,Femer,36-45,Master,I/e punesuar,Tregti / Sherbime,Tirane,Credins Bank,Me pak se 1 vit,Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online,Nje here ne jave,3,Jo,4.333,3.75,3.333,3.333,4.0,5,5,5,4,4,2,3,3,4,5,4,5,4,3,2,3,5,5,5,3,3,4,3,2,4,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
133,True,Early Adopter,0.716,0.851,Preferoj te mos pergjigjem,18-25,Bachelor,I/e punesuar,Arsim,Vlore,BKT (Banka Kombetare Tregtare),Me pak se 1 vit,Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online,Cdo dite,4,Jo,3.667,3.5,3.833,4.0,3.5,3,4,3,4,5,5,3,4,3,3,5,4,3,3,4,3,3,5,4,3,1,4,5,3,5,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
134,True,Cautious User,0.842,0.474,Mashkull,46-55,Bachelor,I/e punesuar,Administrate publike,Vlore,Raiffeisen Bank,3-5 vjet,"Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Nje here ne jave,4,Po,4.333,4.0,4.333,4.667,4.5,4,4,4,3,5,5,4,5,4,5,4,4,4,4,5,4,5,4,3,4,4,5,3,4,5,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
135,True,Cautious User,0.837,0.489,Femer,26-35,Bachelor,I/e punesuar,Tregti / Sherbime,Tirane,OTP Bank,Mbi 5 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online,Cdo dite,4,Jo,3.0,3.0,4.0,5.0,4.75,3,2,4,4,5,5,3,3,3,5,3,4,3,3,3,3,4,3,4,3,2,5,5,5,2,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
136,True,Traditionalist,0.803,0.591,Mashkull,55+,Arsim baze (9-vjecar),I/e vetepunesuar,Administrate publike,Tirane,OTP Bank,3-5 vjet,Nuk perdor asnje sherbim digjital bankar,Rralle ose kurre,2,Jo,2.667,2.0,3.5,3.0,3.75,4,3,3,1,2,3,4,2,1,5,2,3,1,4,2,1,5,2,3,1,4,3,5,4,3,Per ceshtje bankare preferoj te flas me nje person dhe jo me sistem automatik.
137,True,Cautious User,0.715,0.854,Mashkull,18-25,Master,I/e punesuar,Shendetesi / Mjekesi,Qytet tjeter,OTP Bank,Me pak se 1 vit,"Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Disa here ne jave,4,Jo,5.0,4.5,4.0,4.333,4.75,3,5,5,5,4,5,5,5,5,5,4,5,4,5,5,5,5,4,5,4,2,4,5,5,4,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
138,True,Cautious User,0.668,0.996,Femer,18-25,Master,I/e punesuar,Shendetesi / Mjekesi,Tirane,Raiffeisen Bank,Me pak se 1 vit,"Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Disa here ne jave,3,Jo,2.0,2.75,3.667,4.333,4.0,4,2,2,2,3,4,2,2,4,2,2,4,3,1,1,4,2,2,4,3,1,5,4,5,4,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
139,True,Early Adopter,0.695,0.914,Mashkull,18-25,Master,I/e dale ne pension,Arsim,Korce,BKT (Banka Kombetare Tregtare),Me pak se 1 vit,Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online,Disa here ne jave,4,Po,3.333,4.25,2.5,2.333,3.0,3,4,3,3,3,4,4,3,4,4,5,4,4,4,3,4,4,5,4,4,1,1,3,3,4,Do ta provoja nese banka e shpjegon qarte si ruhen te dhenat dhe si kontrollohen vendimet.
140,True,Early Adopter,0.896,0.313,Mashkull,18-25,Bachelor,I/e vetepunesuar,Ndertim / Inxhinieri,Zone rurale,Raiffeisen Bank,Me pak se 1 vit,Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online,Disa here ne jave,4,Po,4.0,4.25,3.667,3.333,4.0,4,4,3,5,2,4,4,5,5,3,4,5,4,5,5,5,3,4,5,5,4,5,3,3,5,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
141,True,Cautious User,0.904,0.287,Femer,26-35,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Administrate publike,Tirane,BKT (Banka Kombetare Tregtare),Mbi 5 vjet,"E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Cdo dite,3,Nuk jam i/e sigurt,3.667,3.25,4.5,5.0,4.75,4,4,4,5,5,5,3,3,3,5,3,4,4,3,3,3,5,2,4,4,4,5,3,5,5,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
142,True,Early Adopter,0.848,0.456,Mashkull,26-35,Bachelor,I/e punesuar,Finance / Banke / Sigurime,Shkoder,Raiffeisen Bank,Me pak se 1 vit,"Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Disa here ne jave,4,Jo,5.0,4.0,3.0,3.667,4.0,3,5,5,4,4,4,5,5,5,4,3,5,3,5,5,5,4,3,5,3,2,4,4,3,1,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
143,True,Early Adopter,0.699,0.902,Mashkull,26-35,Master,I/e punesuar,Tregti / Sherbime,Tirane,BKT (Banka Kombetare Tregtare),1-3 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Cdo dite,4,Po,3.0,4.25,3.0,3.333,3.25,2,2,4,5,4,3,5,3,4,3,4,4,4,5,2,4,3,4,4,4,2,3,4,3,2,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
144,True,Cautious User,0.842,0.474,Mashkull,36-45,Bachelor,I/e punesuar,Ndertim / Inxhinieri,Elbasan,Credins Bank,Mbi 5 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online,Disa here ne jave,2,Nuk jam i/e sigurt,3.0,4.0,4.167,4.667,4.75,1,2,3,3,5,4,5,4,4,5,5,5,2,5,4,4,4,5,5,2,3,5,4,4,4,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
145,True,Cautious User,0.637,1.089,Femer,46-55,Master,Student/e,Shendetesi / Mjekesi,Korce,Raiffeisen Bank,3-5 vjet,Internet banking (permes kompjuterit/browserit),Nje here ne jave,2,Po,3.333,1.75,3.0,3.333,4.0,3,3,3,4,4,2,3,4,1,5,2,5,1,3,4,1,5,2,5,1,2,3,2,3,4,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
146,True,Early Adopter,0.658,1.025,Femer,18-25,Bachelor,I/e punesuar,Shendetesi / Mjekesi,Shkoder,Other,Me pak se 1 vit,"Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Cdo dite,4,Po,4.667,4.0,1.5,1.667,2.75,5,5,4,5,2,2,5,5,5,3,3,5,3,5,4,5,3,3,5,3,1,1,1,2,2,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
147,True,Early Adopter,0.854,0.437,Mashkull,55+,Bachelor,I/e dale ne pension,Arsim,Shkoder,Intesa Sanpaolo Bank,Mbi 5 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Disa here ne jave,4,Po,4.0,4.25,2.5,3.0,3.5,2,5,4,4,3,3,5,3,5,4,3,4,4,5,3,5,4,3,4,4,2,3,2,3,2,Do ta provoja nese banka e shpjegon qarte si ruhen te dhenat dhe si kontrollohen vendimet.
148,True,Cautious User,0.777,0.67,Mashkull,36-45,Arsim i mesem (gjimnaz/profesional),I/e punesuar,Tregti / Sherbime,Tirane,Tirana Bank,1-3 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Nje here ne jave,3,Jo,2.667,2.75,4.333,5.0,4.75,1,3,3,3,5,5,1,2,2,4,3,5,5,1,2,2,4,3,5,5,2,5,4,5,5,"Jam i hapur ndaj IA, por privatesia dhe transparenca jane kushtet kryesore."
149,True,Cautious User,0.886,0.341,Femer,26-35,Bachelor,I/e punesuar,Administrate publike,Zone rurale,Tirana Bank,3-5 vjet,"Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|E-wallet (EasyPay, M-Pay, E-Posta, etj.)",Disa here ne jave,5,Po,3.667,3.75,4.5,5.0,5.0,5,4,3,4,5,5,4,4,3,5,4,5,4,4,4,3,5,4,5,3,3,5,4,5,5,"Sherbimet me IA mund te ndihmojne, por vendimet e rendesishme duhet te verifikohen nga punonjesit e bankes."
150,True,Early Adopter,0.901,0.298,Mashkull,18-25,Arsim i mesem (gjimnaz/profesional),I/e vetepunesuar,Tregti / Sherbime,Shkoder,Raiffeisen Bank,Me pak se 1 vit,Mobile banking (aplikacioni i bankes ne telefon)|Internet banking (permes kompjuterit/browserit)|Karta debiti/krediti per pagesa online,Cdo dite,5,Jo,4.0,4.25,3.0,3.333,4.25,4,5,3,5,3,5,3,4,4,5,5,5,5,3,3,4,5,5,5,5,2,5,3,2,3,"IA mund te rrise shpejtesine e sherbimeve bankare, sidomos per rekomandime dhe zbulim mashtrimesh."
151,True,Professional / Expert,0.889,0.332,Mashkull,26-35,Bachelor,I/e punesuar,Shendetesi / Mjekesi,Tirane,Credins Bank,Mbi 5 vjet,Mobile banking (aplikacioni i bankes ne telefon)|Karta debiti/krediti per pagesa online,Disa here ne jave,3,Jo,4.667,4.25,3.5,4.333,4.75,5,5,5,1,4,5,5,4,3,5,5,5,4,5,4,3,5,5,5,5,1,5,4,4,3,"Potenciali eshte i madh, por bankat duhet te forcojne qeverisjen e te dhenave dhe kontrollin rregullator."
